Company,TypeName,Ram,Gpu,OpSys,Weight,Price,IPS,Touchscreen,4k,PPI,cpu_brand,HDD,SSD
ASUS,2 in 1 Convertible,16,Nvidia,Windows,2.3,95850.72,No,Yes,Yes,282.42399616439724,Intel Core i7,2000,512
HP,Notebook,6,Intel,Windows,2.04,30849.12,No,No,No,100.45466986113651,Intel Core i7,10,0
ASUS,Gaming,16,Nvidia,Windows,2.99,93186.72,No,No,No,127.33567457123111,Intel Core i7,10,256
DELL,2 in 1 Convertible,12,Intel,Windows,2.19,69210.72,Yes,Yes,No,141.21199808219862,Intel Core i7,0,512
TOSHIBA,Notebook,4,Intel,Windows,1.2,63669.6,No,No,No,165.6321180513006,Intel Core i5,0,128
LENOVO,Notebook,6,AMD,Windows,2.2,29250.72,No,No,No,141.21199808219862,AMD,0,256
FUJITSU,Notebook,4,Intel,Windows,2.3,34578.72,No,No,No,100.45466986113651,Intel Core i5,0,256
TOSHIBA,Notebook,4,Intel,Windows,1.75,48751.2,No,No,No,111.93520355955211,Intel Core i5,500,0
DELL,Notebook,4,AMD,Windows,2.25,31914.72,No,No,No,100.45466986113651,Intel Core i5,500,0
HP,Notebook,8,Intel,Windows,2.04,42943.68,No,No,No,141.21199808219862,Intel Core i5,10,0
LENOVO,Gaming,8,Nvidia,Windows,2.5,63349.92,Yes,No,No,141.21199808219862,Intel Core i7,10,128
DELL,Notebook,8,AMD,Windows,2.36,39906.72,No,No,No,100.45466986113651,Intel Core i7,10,0
DELL,Notebook,8,Intel,Windows,1.6,59620.32,No,No,No,157.3505121487356,Intel Core i5,0,128
HP,Netbook,8,Intel,Windows,0.97,101658.24,No,No,No,176.23257360658386,Others,0,512
HP,Notebook,4,AMD,Windows,2.1,26586.72,No,No,No,141.21199808219862,Intel Core i3,10,128
LENOVO,Notebook,4,Intel,No OS,1.9,14418.6336,No,No,No,100.45466986113651,Intel Celeron,0,128
LENOVO,Notebook,8,Intel,Windows,2.3,71874.72,No,No,No,141.21199808219862,Intel Core i5,0,256
DELL,2 in 1 Convertible,8,Intel,Windows,1.68,47365.92,No,Yes,No,165.6321180513006,Intel Core i5,0,256
ASUS,Notebook,8,Intel,Windows,1.4,61272.0,No,No,No,276.053530085501,Intel Core i5,0,256
HP,Ultrabook,8,Intel,Windows,1.11,71874.72,Yes,Yes,No,165.6321180513006,Intel Core i7,0,256
ACER,Notebook,4,Intel,Windows,2.4,20246.4,No,No,No,100.45466986113651,Others,500,0
ASUS,Gaming,16,Nvidia,Windows,2.5,95850.72,No,No,No,141.21199808219862,Intel Core i7,10,256
HP,Ultrabook,8,Intel,Windows,1.48,111301.92,No,No,No,157.3505121487356,Intel Core i7,0,512
ACER,Gaming,8,Nvidia,Windows,2.7,67132.8,Yes,No,No,141.21199808219862,Intel Core i7,10,128
HP,Notebook,8,Intel,Windows,1.34,63349.92,Yes,No,No,165.6321180513006,Intel Core i5,0,256
DELL,Notebook,4,Intel,Windows,2.18,29144.16,No,No,No,100.45466986113651,Intel Core i3,0,128
HP,Notebook,4,Intel,Windows,1.64,41505.12,No,No,No,111.93520355955211,Intel Core i5,500,0
TOSHIBA,Notebook,4,Intel,Windows,1.2,63669.6,No,No,No,165.6321180513006,Intel Core i5,0,128
HP,Notebook,4,Intel,Windows,1.48,58607.46719999999,No,No,No,111.93520355955211,Intel Core i5,0,256
HP,Notebook,4,Intel,Windows,1.95,64202.4,No,No,No,157.3505121487356,Intel Core i5,0,256
HP,Ultrabook,8,Intel,Windows,1.43,77202.72,No,No,No,157.3505121487356,Intel Core i7,0,256
HP,Notebook,8,Nvidia,Windows,1.64,55904.5728,No,No,No,157.3505121487356,Intel Core i5,0,256
HP,Notebook,4,Intel,Windows,1.64,36443.52,No,No,No,111.93520355955211,Intel Core i3,500,0
DELL,Gaming,8,Nvidia,Windows,2.65,50562.72,No,No,No,141.21199808219862,Intel Core i5,0,0
HP,Ultrabook,4,Intel,Windows,1.26,81997.92,No,No,No,176.23257360658386,Intel Core i5,500,0
HP,Notebook,4,Intel,Windows,1.48,84715.2,No,No,No,157.3505121487356,Intel Core i5,0,256
HP,Ultrabook,8,Intel,Windows,1.54,100550.5488,No,No,No,157.3505121487356,Intel Core i7,0,256
HP,Notebook,4,Intel,Windows,1.49,42624.0,No,No,No,117.82653006268643,Intel Core i3,500,0
TOSHIBA,Notebook,8,Intel,Windows,1.5,64468.8,No,No,No,117.82653006268643,Intel Core i5,0,256
HP,Notebook,4,Intel,Windows,2.04,41025.0672,No,No,No,100.45466986113651,Intel Core i3,0,256
LENOVO,Notebook,16,Nvidia,Windows,2.4,158135.04,Yes,No,Yes,254.67134914246222,Intel Core i7,0,512
TOSHIBA,Notebook,8,Intel,Windows,1.47,79387.2,Yes,No,No,157.3505121487356,Intel Core i5,0,256
HP,Notebook,8,Intel,Windows,1.43,118761.12,No,No,No,157.3505121487356,Intel Core i7,0,256
DELL,2 in 1 Convertible,4,Intel,Windows,2.08,42410.3472,Yes,Yes,No,141.21199808219862,Intel Core i3,10,0
TOSHIBA,Ultrabook,8,Intel,Windows,1.2,84715.2,No,No,No,165.6321180513006,Intel Core i5,0,256
HP,Notebook,8,Intel,Windows,1.11,61218.72,Yes,No,No,165.6321180513006,Intel Core i5,0,256
HP,Notebook,8,Nvidia,Windows,1.64,63159.7104,No,No,No,157.3505121487356,Intel Core i7,0,256
DELL,Notebook,8,Intel,Windows,2.09,55754.3232,No,No,No,141.21199808219862,Intel Core i5,500,0
HP,Ultrabook,4,Intel,Windows,1.26,83063.52,No,No,No,125.36742798669837,Intel Core i5,0,256
HP,Notebook,4,Intel,Windows,2.31,63349.92,No,No,No,111.93520355955211,Intel Core i5,500,0
HP,Notebook,4,Intel,Windows,1.95,56476.8,No,No,No,111.93520355955211,Intel Core i5,500,0
DELL,Ultrabook,8,Intel,Windows,1.29,86526.72,No,Yes,No,276.053530085501,Intel Core i5,0,256
HP,Notebook,8,Nvidia,Windows,2.63,57542.4,No,No,No,127.33567457123111,Intel Core i5,0,256
HP,Notebook,4,Intel,Windows,1.64,51841.44,No,No,No,111.93520355955211,Intel Core i5,0,256
ACER,Notebook,6,AMD,Windows,2.1,21791.52,No,No,No,100.45466986113651,AMD,10,0
MSI,Gaming,8,Nvidia,Windows,2.7,63499.10399999999,No,No,No,127.33567457123111,Intel Core i7,10,128
HP,Notebook,8,Intel,Windows,1.95,63669.6,No,No,No,157.3505121487356,Intel Core i5,0,256
HP,Notebook,8,Intel,Windows,1.84,65480.5872,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,Ultrabook,8,Intel,Windows,1.26,71874.72,No,No,No,176.23257360658386,Intel Core i7,0,256
HP,Notebook,4,Intel,Windows,2.04,39533.76,No,No,No,100.45466986113651,Intel Core i5,500,0
TOSHIBA,Ultrabook,8,Intel,Windows,1.47,91908.0,Yes,No,No,157.3505121487356,Intel Core i7,0,256
DELL,Notebook,8,Intel,Windows,2.09,56633.976,No,No,No,141.21199808219862,Intel Core i5,0,256
HP,Notebook,8,Intel,Windows,1.64,53839.9728,No,No,No,157.3505121487356,Intel Core i5,0,256
LENOVO,2 in 1 Convertible,4,Intel,Windows,1.8,45128.16,Yes,Yes,No,141.21199808219862,Intel Core i7,0,256
VERO,Notebook,2,Intel,Windows,1.45,11231.424,No,No,No,111.93520355955211,Others,0,0
TOSHIBA,Notebook,16,Nvidia,Windows,2.4,75924.0,Yes,No,No,141.21199808219862,Intel Core i7,0,256
LENOVO,Notebook,8,Intel,Windows,2.3,55922.688,No,No,No,141.21199808219862,Intel Core i5,0,256
HP,Notebook,4,Intel,Windows,1.54,53280.0,No,No,No,157.3505121487356,Intel Core i5,500,0
HP,Notebook,8,Intel,Windows,1.84,112065.9552,No,No,No,141.21199808219862,Intel Core i5,500,256
HP,Notebook,8,Intel,Windows,1.43,78268.31999999999,No,No,No,157.3505121487356,Intel Core i5,0,256
MSI,Gaming,16,Nvidia,Windows,3.78,82351.6992,Yes,No,No,127.33567457123111,Intel Core i7,10,256
LENOVO,Gaming,16,Nvidia,Windows,4.6,122010.66719999998,Yes,No,No,127.33567457123111,Intel Core i7,10,128
ASUS,Netbook,4,Intel,Others,1.2,15339.311999999998,No,No,No,135.0942111925629,Intel Celeron,0,0
LENOVO,Notebook,16,Intel,Windows,1.1,139593.6,Yes,No,No,209.8006828649808,Intel Core i7,0,256
HP,Notebook,8,Nvidia,Windows,1.91,52161.12,Yes,No,No,141.21199808219862,Intel Core i7,10,0
DELL,2 in 1 Convertible,8,Intel,Windows,2.3,58288.32,Yes,Yes,No,141.21199808219862,Intel Core i5,0,256
HP,Notebook,4,Intel,Windows,2.04,52161.12,No,No,No,100.45466986113651,Intel Core i5,0,256
DELL,Ultrabook,16,Intel,Windows,1.2,120093.12,No,Yes,No,276.053530085501,Intel Core i7,0,10
HP,Notebook,4,Intel,Windows,2.31,37570.392,No,No,No,100.45466986113651,Intel Core i3,500,0
HP,Notebook,4,Intel,No OS,1.96,26586.72,No,No,No,100.45466986113651,Intel Core i5,500,0
ACER,Notebook,8,AMD,Windows,2.4,23922.72,No,No,No,100.45466986113651,AMD,10,0
DELL,2 in 1 Convertible,12,Intel,Windows,1.6,69210.72,Yes,Yes,No,165.6321180513006,Intel Core i7,0,256
MSI,Gaming,16,Nvidia,Windows,2.94,96916.32,No,No,No,141.21199808219862,Intel Core i7,10,256
HP,Notebook,8,Intel,Windows,2.04,57009.6,No,No,No,141.21199808219862,Intel Core i7,0,256
ASUS,Gaming,16,Nvidia,No OS,4.0,53173.44,Yes,No,No,127.33567457123111,Intel Core i7,10,0
DELL,Notebook,4,Intel,Windows,2.25,29783.52,No,No,No,141.21199808219862,Intel Core i5,10,0
DELL,Notebook,16,AMD,Windows,2.32,52746.6672,No,No,No,141.21199808219862,Intel Core i7,2000,0
MSI,Gaming,16,Nvidia,Windows,1.8,102777.12,No,No,No,141.21199808219862,Intel Core i7,10,256
DELL,Ultrabook,8,Intel,Windows,1.29,77682.23999999999,No,No,No,165.6321180513006,Intel Core i7,0,256
ASUS,Gaming,64,Nvidia,Windows,3.58,211788.0,Yes,No,No,127.33567457123111,Intel Core i7,0,10
DELL,2 in 1 Convertible,8,Intel,Windows,1.62,42517.9728,No,Yes,No,165.6321180513006,Intel Core i7,0,256
DELL,Gaming,16,Nvidia,Windows,3.21,70809.12,No,No,Yes,282.42399616439724,Intel Core i7,10,256
APPLE,Ultrabook,8,Intel,Mac,0.92,69264.0,Yes,No,No,226.41554716935852,Others,0,0
DELL,Notebook,4,Intel,Windows,2.06,25679.8944,No,No,No,100.45466986113651,Intel Core i3,500,0
HP,Notebook,4,Intel,Windows,2.31,63882.72,No,No,No,100.45466986113651,Intel Core i5,500,0
HP,Ultrabook,8,Intel,Windows,1.26,63882.72,No,No,No,176.23257360658386,Intel Core i5,0,256
HP,Notebook,8,Intel,Windows,1.49,58075.2,No,No,No,165.6321180513006,Intel Core i7,0,256
LENOVO,Ultrabook,8,Intel,Windows,1.3,91294.7472,Yes,Yes,No,176.23257360658386,Intel Core i7,0,256
LENOVO,Notebook,8,AMD,Windows,3.0,35111.52,No,No,No,106.11306214269258,Intel Core i5,1000,0
LENOVO,Notebook,4,Nvidia,Windows,2.3,52054.56,Yes,No,No,141.21199808219862,Intel Core i5,10,0
MSI,Gaming,16,Nvidia,Windows,3.78,133146.72,No,No,No,127.33567457123111,Intel Core i7,10,256
LENOVO,Notebook,4,Intel,Windows,2.1,28771.2,No,No,No,100.45466986113651,Intel Core i5,500,0
HP,Notebook,4,Intel,Windows,2.31,50083.2,No,No,No,141.21199808219862,Intel Core i5,500,0
LENOVO,Ultrabook,8,Intel,Windows,0.99,74538.72,Yes,Yes,No,234.9767648087785,Others,0,512
LENOVO,Gaming,32,Nvidia,Windows,4.6,172627.19999999998,Yes,No,No,127.33567457123111,Intel Core i7,0,512
LENOVO,2 in 1 Convertible,4,Intel,Windows,0.69,34433.2656,Yes,Yes,No,224.17380907857276,Others,0,0
HP,Ultrabook,16,Intel,Windows,1.3,109170.72,Yes,No,Yes,331.2642361026012,Intel Core i7,0,512
DELL,Notebook,8,Intel,Windows,2.18,39960.0,No,No,No,141.21199808219862,Intel Core i5,0,256
HP,Notebook,4,Intel,Windows,1.54,54931.14719999999,No,No,No,157.3505121487356,Intel Core i5,500,0
HP,Workstation,8,AMD,Windows,1.9,79653.59999999999,No,No,No,141.21199808219862,Intel Core i7,0,256
LENOVO,Notebook,8,Intel,Windows,1.7,63882.72,No,No,No,157.3505121487356,Intel Core i5,0,1
HP,Notebook,4,Intel,Others,1.29,32767.2,No,No,No,276.053530085501,Others,0,0
ACER,Notebook,4,AMD,Windows,2.4,20619.36,No,No,No,100.45466986113651,AMD,500,0
DELL,Notebook,4,Intel,Linux,2.2,20965.1472,No,No,No,100.45466986113651,Others,500,0
HP,Notebook,4,Intel,No OS,1.86,18434.3472,No,No,No,100.45466986113651,Intel Core i3,10,0
ASUS,Gaming,8,Nvidia,Windows,2.7,85194.72,Yes,No,No,127.33567457123111,Intel Core i7,10,256
DELL,Ultrabook,4,AMD,Windows,1.4,43601.688,Yes,No,No,165.6321180513006,Intel Core i5,0,256
HP,Netbook,4,Intel,Windows,2.4,85194.72,No,No,No,125.36742798669837,Intel Core i5,0,128
ACER,Notebook,8,Nvidia,Windows,2.4,42570.72,No,No,No,141.21199808219862,Intel Core i5,10,256
DELL,Notebook,8,AMD,Windows,2.36,34035.264,No,No,No,141.21199808219862,Intel Core i5,10,0
MSI,Gaming,8,Nvidia,Windows,2.6,85194.72,No,No,No,127.33567457123111,Intel Core i7,0,256
HP,Notebook,4,Intel,Windows,1.96,26640.0,No,No,No,100.45466986113651,Others,10,0
ASUS,Gaming,16,Nvidia,Windows,4.3,122490.72,Yes,No,No,127.33567457123111,Intel Core i7,10,128
DELL,Ultrabook,4,Intel,Windows,1.5,60480.792,No,No,No,125.36742798669837,Intel Core i3,500,0
DELL,Ultrabook,4,Intel,Windows,1.5,62176.1616,No,No,No,125.36742798669837,Intel Core i3,0,128
ACER,Notebook,4,Intel,Others,2.2,11135.52,No,No,No,100.45466986113651,Intel Celeron,0,16
HP,Workstation,8,AMD,Windows,3.0,154458.72,Yes,No,No,127.33567457123111,Intel Core i7,10,0
LENOVO,Gaming,16,Nvidia,Windows,2.4,63882.72,No,No,No,141.21199808219862,Intel Core i7,0,512
DELL,Ultrabook,8,Intel,Windows,1.5,75289.968,No,No,No,125.36742798669837,Intel Core i5,0,256
MSI,Gaming,8,Nvidia,Windows,2.9,80516.20319999999,No,No,No,127.33567457123111,Intel Core i7,10,128
LENOVO,2 in 1 Convertible,4,Intel,Windows,2.1,46193.76,Yes,Yes,No,141.21199808219862,Intel Core i5,0,256
HP,Notebook,4,AMD,Windows,2.1,21205.44,No,No,No,141.21199808219862,AMD,10,0
ASUS,Gaming,16,Nvidia,Windows,2.59,71341.92,Yes,No,No,141.21199808219862,Intel Core i7,10,128
HP,Notebook,8,Intel,Windows,1.16,90522.72,No,Yes,No,276.053530085501,Others,0,256
DELL,Notebook,4,AMD,Windows,2.24,40980.312,No,No,No,100.45466986113651,Intel Core i5,500,0
LENOVO,Notebook,4,Intel,Windows,2.1,22857.12,No,No,No,100.45466986113651,Intel Core i3,0,128
HP,Ultrabook,8,Intel,Windows,1.16,104908.32,No,No,No,165.6321180513006,Intel Core i7,0,512
LENOVO,2 in 1 Convertible,4,Intel,Others,0.69,29250.72,Yes,Yes,No,224.17380907857276,Others,0,0
DELL,Ultrabook,8,Intel,Windows,1.23,73473.12,No,No,No,165.6321180513006,Intel Core i7,0,256
LENOVO,Gaming,16,Nvidia,Windows,4.6,146519.46719999998,Yes,No,No,127.33567457123111,Intel Core i7,0,256
RAZER,Ultrabook,8,Intel,Windows,1.25,54825.12,No,Yes,Yes,352.4651472131677,Intel Core i7,0,256
TOSHIBA,Ultrabook,16,Intel,Windows,1.05,118601.28,No,No,No,165.6321180513006,Intel Core i7,0,512
ASUS,Gaming,8,Nvidia,Windows,3.52,69929.4672,No,No,No,127.33567457123111,Intel Core i7,10,128
VERO,Notebook,4,Intel,Windows,1.35,10442.88,No,No,No,165.6321180513006,Others,0,0
HP,Notebook,8,Intel,Windows,1.16,90043.2,No,No,No,165.6321180513006,Intel Core i5,0,256
HP,Notebook,8,Intel,Windows,1.43,80612.64,No,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Notebook,4,Intel,Linux,2.09,27899.0064,No,No,No,100.45466986113651,Intel Core i5,500,0
ASUS,Notebook,4,Intel,Windows,2.0,23176.8,No,No,No,100.45466986113651,Intel Core i3,10,0
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.8,88924.31999999999,Yes,Yes,No,157.3505121487356,Intel Core i7,0,256
LENOVO,2 in 1 Convertible,4,Intel,Windows,0.69,25521.12,Yes,Yes,No,224.17380907857276,Others,0,0
HP,Ultrabook,8,Intel,Windows,1.26,100965.6,No,No,No,125.36742798669837,Intel Core i5,0,256
LENOVO,Gaming,8,Nvidia,No OS,2.4,52693.92,Yes,No,No,141.21199808219862,Intel Core i5,10,128
HP,Gaming,8,Nvidia,Windows,3.35,60153.12,Yes,No,No,127.33567457123111,Intel Core i5,10,128
HP,Notebook,8,Intel,Windows,2.04,33513.119999999995,No,No,No,100.45466986113651,Intel Core i7,2000,0
LENOVO,2 in 1 Convertible,8,Nvidia,Windows,1.8,109244.2464,Yes,Yes,No,157.3505121487356,Intel Core i7,0,512
ASUS,Notebook,4,Intel,Windows,1.5,14811.84,No,No,No,111.93520355955211,Intel Celeron,0,0
HP,Ultrabook,8,Intel,Windows,1.84,40066.56,No,No,No,141.21199808219862,Intel Core i7,0,256
ACER,Notebook,4,Nvidia,Windows,2.23,32820.48,No,No,No,141.21199808219862,Intel Core i5,10,0
LENOVO,Notebook,16,AMD,Windows,2.5,58554.72,No,No,No,141.21199808219862,Intel Core i7,0,0
HP,Workstation,8,Nvidia,Windows,3.0,210424.032,Yes,No,No,127.33567457123111,Intel Core i7,0,256
DELL,Notebook,8,AMD,Windows,2.5,41771.52,No,No,No,100.45466986113651,Intel Core i5,10,0
MSI,Gaming,16,Nvidia,Windows,3.78,127818.72,No,No,No,127.33567457123111,Intel Core i7,10,256
HP,Ultrabook,8,Intel,Windows,1.88,115709.2416,No,No,No,141.21199808219862,Intel Core i7,0,256
LENOVO,2 in 1 Convertible,16,Intel,Windows,2.8,130003.2,Yes,Yes,No,209.8006828649808,Intel Core i7,0,512
MSI,Gaming,8,Nvidia,Windows,2.4,60888.384,No,No,No,141.21199808219862,Intel Core i7,10,128
HP,2 in 1 Convertible,8,Intel,Windows,1.48,86793.12,No,Yes,No,165.6321180513006,Intel Core i5,0,256
HP,Workstation,8,Nvidia,Windows,2.59,118761.12,Yes,No,No,141.21199808219862,Intel Core i7,0,256
HP,2 in 1 Convertible,8,Intel,Windows,1.48,95850.72,No,Yes,No,220.84282406840083,Intel Core i7,0,256
HP,Workstation,8,Nvidia,Windows,2.0,101178.72,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,Ultrabook,8,Intel,Windows,1.26,122381.49599999998,No,No,No,176.23257360658386,Intel Core i7,0,256
DELL,Notebook,8,Nvidia,Windows,2.18,53807.472,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,Notebook,8,Intel,Windows,1.88,84129.12,No,No,No,141.21199808219862,Intel Core i5,0,256
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.27,124621.92,Yes,Yes,No,209.8006828649808,Intel Core i7,0,256
LENOVO,Notebook,4,Intel,No OS,1.9,18061.92,No,No,No,100.45466986113651,Intel Core i3,10,0
HP,Notebook,4,AMD,Windows,1.86,15824.16,No,No,No,100.45466986113651,AMD,500,0
LENOVO,Notebook,8,AMD,No OS,2.32,31914.72,No,No,No,141.21199808219862,Intel Core i5,10,0
DELL,Gaming,8,Nvidia,Windows,2.62,63882.72,No,No,No,141.21199808219862,Intel Core i7,10,0
DELL,Notebook,8,Nvidia,Windows,2.04,119916.2304,Yes,Yes,Yes,282.42399616439724,Intel Core i5,0,256
HP,Notebook,4,AMD,Windows,1.91,25515.2592,No,No,No,141.21199808219862,AMD,0,256
MSI,Gaming,16,Nvidia,Windows,2.7,79536.38399999999,No,No,No,127.33567457123111,Intel Core i7,10,256
LENOVO,Ultrabook,12,Intel,Windows,1.4,122490.72,No,No,No,157.3505121487356,Intel Core i7,0,512
LENOVO,Notebook,8,AMD,Windows,2.5,42010.7472,No,No,No,141.21199808219862,Intel Core i5,0,0
HP,2 in 1 Convertible,8,Intel,Windows,1.48,108744.48,No,Yes,No,220.84282406840083,Intel Core i7,0,512
LENOVO,Ultrabook,8,Intel,Windows,1.7,79866.72,No,No,No,157.3505121487356,Intel Core i7,0,256
MSI,Gaming,16,Nvidia,Windows,1.7,94252.32,No,No,No,157.3505121487356,Intel Core i7,10,256
HP,Gaming,8,Nvidia,Windows,2.62,47898.72,Yes,No,No,141.21199808219862,Intel Core i7,10,0
LENOVO,Notebook,8,Intel,Windows,2.2,24455.52,No,No,No,100.45466986113651,Intel Core i3,10,0
HP,Notebook,4,Intel,No OS,2.1,25414.0272,No,No,No,100.45466986113651,Intel Core i5,500,0
DELL,Gaming,8,Nvidia,Windows,2.62,79813.44,No,No,Yes,282.42399616439724,Intel Core i7,10,128
LENOVO,Notebook,8,Intel,Windows,1.95,74059.2,Yes,No,No,141.21199808219862,Intel Core i5,0,256
LENOVO,Notebook,4,Nvidia,Windows,2.2,24935.04,No,No,No,141.21199808219862,Intel Core i3,10,0
HP,Notebook,2,Intel,Windows,1.44,13266.72,No,No,No,111.93520355955211,Intel Celeron,0,0
MSI,Gaming,8,Nvidia,Windows,2.2,44701.92,Yes,No,No,141.21199808219862,Intel Core i7,10,0
HP,Notebook,8,Intel,Windows,1.96,36177.12,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,Notebook,16,Intel,Windows,2.1,61751.52,No,No,No,141.21199808219862,Intel Core i7,0,512
ASUS,Notebook,4,Intel,Windows,2.2,19660.32,No,No,No,100.45466986113651,Intel Celeron,500,0
LENOVO,Notebook,4,Intel,No OS,2.1,21205.44,No,No,No,100.45466986113651,Intel Core i5,500,0
LENOVO,Notebook,8,Nvidia,No OS,2.2,37775.52,No,No,No,141.21199808219862,Intel Core i7,10,0
ASUS,Notebook,4,Intel,Windows,2.0,40972.32,No,No,No,157.3505121487356,Intel Core i3,0,256
LENOVO,Notebook,4,Intel,Windows,2.32,43956.0,No,No,No,141.21199808219862,Intel Core i7,0,0
LENOVO,Gaming,16,Nvidia,Windows,3.31,69530.4,Yes,No,No,141.21199808219862,Intel Core i7,0,512
MSI,Gaming,16,Nvidia,Windows,1.91,114731.5536,No,No,No,141.21199808219862,Intel Core i7,10,128
HP,Notebook,4,Intel,Windows,2.07,34632.0,No,No,No,100.45466986113651,Intel Core i3,500,0
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.36,87219.36,Yes,Yes,No,209.8006828649808,Intel Core i5,0,256
LENOVO,Ultrabook,6,Nvidia,Windows,1.54,44275.68,No,No,No,141.21199808219862,Intel Core i7,0,256
DELL,Notebook,8,Nvidia,Linux,1.98,47686.1328,No,No,No,141.21199808219862,Intel Core i7,0,256
ACER,Notebook,4,Intel,Windows,2.1,17742.239999999998,No,No,No,100.45466986113651,Intel Celeron,500,0
HP,Notebook,6,Nvidia,Windows,2.18,42570.72,Yes,No,No,141.21199808219862,Intel Core i7,10,0
ASUS,Gaming,8,Nvidia,Windows,2.591,48431.52,Yes,No,No,141.21199808219862,Intel Core i7,10,256
DELL,2 in 1 Convertible,16,Intel,Windows,2.09,62817.12,No,Yes,No,141.21199808219862,Intel Core i7,0,512
ACER,Notebook,4,Nvidia,Windows,2.23,36816.48,No,No,No,141.21199808219862,Intel Core i5,0,256
DELL,Ultrabook,8,Intel,Linux,1.23,58554.72,No,Yes,No,276.053530085501,Intel Core i5,0,256
ACER,Gaming,16,Nvidia,Windows,4.2,138474.72,Yes,No,No,127.33567457123111,Intel Core i7,10,256
LENOVO,Gaming,8,Nvidia,Windows,2.4,43636.32,Yes,No,No,141.21199808219862,Intel Core i5,10,0
SAMSUNG,2 in 1 Convertible,4,Others,Others,1.15,35111.52,Yes,Yes,No,234.50740003017813,Others,0,0
HP,Notebook,4,Intel,Windows,1.86,25840.8,No,No,No,100.45466986113651,Intel Core i5,500,0
APPLE,Ultrabook,8,Intel,Mac,0.92,61964.64,Yes,No,No,226.41554716935852,Others,0,0
DELL,2 in 1 Convertible,8,Intel,Windows,1.6,63882.72,Yes,Yes,No,165.6321180513006,Intel Core i5,0,256
HP,Notebook,12,Nvidia,Windows,2.21,70702.56,Yes,No,No,141.21199808219862,Intel Core i7,10,128
LENOVO,Notebook,4,AMD,No OS,1.9,19607.04,No,No,No,100.45466986113651,Intel Core i3,10,0
ASUS,Gaming,16,Nvidia,Windows,4.3,114552.0,Yes,No,No,127.33567457123111,Intel Core i7,10,512
ACER,Notebook,4,Intel,Linux,2.1,14492.16,No,No,No,100.45466986113651,Intel Celeron,10,0
MSI,Gaming,16,Nvidia,Windows,2.43,109165.392,No,No,No,127.33567457123111,Intel Core i7,10,256
DELL,Notebook,4,AMD,Windows,2.3,26586.72,No,No,No,100.45466986113651,Intel Core i3,0,128
LENOVO,Notebook,8,Nvidia,No OS,2.2,33513.119999999995,No,No,No,100.45466986113651,Intel Core i7,500,0
DELL,2 in 1 Convertible,16,Intel,Windows,2.0,68464.8,No,Yes,No,141.21199808219862,Intel Core i7,0,512
DELL,Ultrabook,16,Intel,Windows,1.2,142790.4,No,Yes,No,276.053530085501,Intel Core i7,0,512
ASUS,Gaming,8,Nvidia,Windows,2.2,62284.32,No,No,No,141.21199808219862,Intel Core i7,10,0
DELL,Notebook,8,AMD,Windows,2.36,47365.92,No,No,No,141.21199808219862,Intel Core i5,0,256
HP,Notebook,8,Intel,Windows,1.91,30849.12,No,No,No,100.45466986113651,Intel Core i5,0,256
LENOVO,Notebook,4,AMD,Windows,2.2,15930.72,No,No,No,100.45466986113651,AMD,500,0
ACER,Notebook,8,Nvidia,Windows,3.3,33513.119999999995,No,No,No,106.11306214269258,Intel Core i3,10,0
ASUS,Gaming,16,Nvidia,Windows,2.2,130482.72,No,No,No,141.21199808219862,Intel Core i7,10,256
APPLE,Ultrabook,8,Intel,Mac,0.92,68145.12,Yes,No,No,226.41554716935852,Others,0,0
ASUS,Notebook,16,Nvidia,Windows,2.2,93186.72,No,No,No,141.21199808219862,Intel Core i7,10,128
MSI,Gaming,16,Nvidia,Windows,2.43,103842.1872,Yes,No,No,127.33567457123111,Intel Core i7,10,256
DELL,2 in 1 Convertible,8,Intel,Windows,2.191,53226.72,Yes,Yes,No,141.21199808219862,Intel Core i5,0,256
ASUS,Gaming,16,Nvidia,Windows,2.9,103842.72,No,No,No,127.33567457123111,Intel Core i7,10,256
ACER,Netbook,2,Intel,Others,1.3,9270.72,No,No,No,135.0942111925629,Intel Celeron,0,32
ACER,Notebook,4,Nvidia,Windows,3.3,31861.44,No,No,No,106.11306214269258,Intel Core i3,10,0
LENOVO,Notebook,8,Intel,No OS,2.8,28717.92,No,No,No,106.11306214269258,Intel Core i5,10,0
LENOVO,Gaming,8,Nvidia,Windows,2.6,67772.16,Yes,No,No,141.21199808219862,Intel Core i7,10,128
ACER,2 in 1 Convertible,8,Intel,Windows,1.2,61218.72,Yes,Yes,No,157.3505121487356,Intel Core i7,0,256
LENOVO,Notebook,8,Intel,Windows,2.3,81465.12,Yes,No,No,141.21199808219862,Intel Core i7,0,256
MSI,Gaming,8,Nvidia,Windows,2.2,78647.1408,No,No,No,141.21199808219862,Intel Core i7,10,128
HP,Notebook,6,AMD,Windows,2.1,28185.12,No,No,No,141.21199808219862,AMD,10,0
